IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
37.244.28.209,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.29.18,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.29.35,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.29.53,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.29.107,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.30.80,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.30.176,,"Netgear DG834G WAP or Western Digital WD TV media player",92
37.244.30.178,,"Netgear DG834G WAP or Western Digital WD TV media player",91
37.244.31.170,,"Netgear DG834G WAP or Western Digital WD TV media player",91
37.244.31.189,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.31.208,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.34.48,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.34.127,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.35.67,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.35.122,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.35.164,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.35.186,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.35.201,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.36.48,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.36.123,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.37.198,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.38.9,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.38.85,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.38.227,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.38.250,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.39.4,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.39.17,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.39.43,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.39.70,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.39.212,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.40.90,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.40.128,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.40.164,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.40.186,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.40.190,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.40.213,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.41.30,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.41.164,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.41.198,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.45.34,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.45.38,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.45.155,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.47.16,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.47.75,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.47.190,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.48.108,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.48.121,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.49.7,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.51.206,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.52.18,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.52.28,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.52.66,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.52.138,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.53.67,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.54.29,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.54.172,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.54.202,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.55.18,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.55.30,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.55.55,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.56.43,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.56.106,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.57.32,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.57.69,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.57.116,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.57.156,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.58.70,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.58.144,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.58.248,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.59.32,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.60.234,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.62.198,,"Netgear DG834G WAP or Western Digital WD TV media player",95
37.244.63.105,,"Netgear DG834G WAP or Western Digital WD TV media player",96
37.244.92.137,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",97
37.244.92.150,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",97
37.244.93.20,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",97
37.247.48.140,beat.someone.with.a.broken-pipe.info,"Linux 2.6.32 - 3.2",95
38.111.127.44,ns2.aircomplus.com,"D-Link DI-504 or DI-704P broadband router, or DI-524 WAP",88
38.113.112.208,,"FreeBSD 8.0-CURRENT",86
39.112.43.106,,"Linux 2.6.18",99
39.112.64.1,,"Linux 2.4.31 (Slackware v10.2)",98
39.112.149.233,,"Linux 2.6.18",99
39.113.39.225,,"Netgear DG834G WAP or Western Digital WD TV media player",96
39.113.48.229,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
39.113.66.41,,"Linux 2.6.18",98
39.113.95.228,,"Linux 2.6.17 - 2.6.36",97
39.113.136.142,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
39.113.206.22,,"Linux 2.6.24 - 2.6.25",96
39.114.130.178,,"Linux 2.4.9 - 2.4.18 (likely embedded)",97
39.115.40.11,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
39.115.113.169,,"Lantronix SLC 8 terminal server (Linux 2.6)",96
39.116.98.93,,"Linux 2.6.8 - 2.6.27",97
39.116.158.37,,"Linux 2.4.9 - 2.4.18 (likely embedded)",97
39.117.29.139,,"Linux 2.6.18",98
39.117.42.84,,"Linux 2.6.18 - 2.6.32",95
39.117.105.218,,"Linux 2.6.18",99
39.117.138.1,,"Linux 2.6.9 - 2.6.33",96
39.121.72.14,,"Linux 2.6.24 - 2.6.25",96
39.121.179.117,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
41.56.204.87,iburst-41-56-204-87.iburst.co.za,"OpenWrt (Linux 2.4.32)",98
41.72.219.249,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
41.128.165.157,,"Juniper Networks ERX-700 router",91
41.136.200.102,,"Android 2.0.1 (Linux 2.6)",96
41.136.200.232,,"ZTE ZXV10 H201 ADSL router",97
41.136.202.208,,"Android 2.0.1 (Linux 2.6)",96
41.136.239.232,,"ZTE ZXV10 H201 ADSL router",97
41.193.2.25,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
41.193.118.9,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
41.196.115.213,host-41-196-115-213.static.link.com.eg,"Comtrend CT536 wireless ADSL router",95
41.215.130.97,,"Android 2.0.1 (Linux 2.6)",99
41.215.137.117,,"Linux 2.4.31 (Slackware v10.2)",97
42.2.33.14,42-2-33-014.static.netvigator.com,"Linux 2.6.16",95
42.2.45.246,42-2-45-246.static.netvigator.com,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
42.2.138.134,42-2-138-134.static.netvigator.com,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
42.3.142.227,42-3-142-227.static.netvigator.com,"Linux 2.4.18 - 2.4.35 (likely embedded)",96
42.48.64.207,,"Linux 2.4.33 (embedded)",96
42.91.108.240,,"Linux 2.4.33 (embedded)",96
42.114.252.17,,"Juniper M7i router",91
46.0.31.120,dynamicip-46-0-31-120.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",98
46.0.61.217,dynamicip-46-0-61-217.pppoe.samara.ertelecom.ru,"Microsoft Windows XP SP2 or SP3",96
46.0.111.54,dynamicip-46-0-111-54.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",98
46.0.120.69,dynamicip-46-0-120-69.pppoe.samara.ertelecom.ru,"Microsoft Windows XP SP2 or SP3",95
46.0.120.139,dynamicip-46-0-120-139.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",98
46.0.181.76,dynamicip-46-0-181-76.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",98
46.0.184.186,dynamicip-46-0-184-186.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",97
46.0.184.229,dynamicip-46-0-184-229.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",98
46.0.188.23,dynamicip-46-0-188-23.pppoe.samara.ertelecom.ru,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
46.0.189.17,dynamicip-46-0-189-17.pppoe.samara.ertelecom.ru,"Microsoft Windows Vista SP2",98
46.0.189.172,dynamicip-46-0-189-172.pppoe.samara.ertelecom.ru,"Microsoft Windows Server 2008 SP1",96
46.0.223.143,46x0x223x143.static-customer.samara.ertelecom.ru,"Microsoft Windows Vista SP2",99
46.0.226.112,46x0x226x112.static-customer.samara.ertelecom.ru,"Microsoft Windows Server 2008 SP2",96
46.0.226.182,46x0x226x182.static-customer.samara.ertelecom.ru,"Microsoft Windows XP SP2",91
46.0.230.39,46x0x230x39.static-customer.samara.ertelecom.ru,"Microsoft Windows Server 2003 SP2",92
46.0.235.16,46x0x235x16.static-customer.samara.ertelecom.ru,"Linksys WRV54G WAP",96
46.1.33.203,,"ZyXEL Prestige 600-series ADSL router",97
46.1.34.88,,"LaCie NAS device (Windows XP Embedded)",89
46.1.42.245,46-1-42-245.milleni.com.tr,"Linux 2.6.15 - 2.6.27",95
46.1.50.28,46-1-50-28.milleni.com.tr,"ZyXEL Prestige 660R ADSL router",96
46.1.57.194,46-1-57-194.milleni.com.tr,"Linksys RV042 router",97
46.1.95.247,,"Linksys WRV54G WAP",98
46.1.145.11,,"Linksys RV042 router",97
46.1.159.195,46-1-159-195.milleni.com.tr,"Linksys WRV54G WAP",97
46.1.168.219,,"Linksys RV042 router",97
46.2.7.221,,"Linksys WRV54G WAP",94
46.2.31.160,,"Linksys WRV54G WAP",96
46.2.41.111,,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",97
46.4.115.163,static.163.115.4.46.clients.your-server.de,"Crestron XPanel control system",98
46.10.94.215,46-10-94-215.btc-net.bg,"Linux 2.6.15 - 2.6.27",97
46.10.98.60,46-10-98-60.btc-net.bg,"Linux 2.6.15 - 2.6.27",99
46.10.157.161,46-10-157-161.btc-net.bg,"Juniper M7i router",92
46.10.157.233,46-10-157-233.btc-net.bg,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",92
46.10.235.39,46-10-235-39.btc-net.bg,"Linux 2.4.21 - 2.4.27",96
46.12.96.137,46.12.96.137.dsl.dyn.forthnet.gr,"Linksys RV042 router",97
46.16.11.85,85.11.16.46.sub.tsl.ru,"Microsoft Windows Server 2008 SP1",96
46.17.128.6,,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",97
46.18.223.8,46-18-223-8.virtual1.co.uk,"Juniper M7i router",91
46.18.223.15,46-18-223-15.virtual1.co.uk,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",93
46.18.223.186,46-18-223-186.virtual1.co.uk,"Juniper MX960 router (JUNOS 9.5R3.7)",91
46.19.97.213,ip-46-19-97-213.gnc.net,"Juniper JUNOS 9.4R2.9",90
46.20.32.47,,"BeaconMedaes TotalAlert medical gas alarm",93
46.20.60.71,host-060-071.miedzyrzecz.com.pl,"Linux 2.6.38 - 3.0",96
46.20.73.17,46.20.73.17.samara-ttk.ru,"Linux 2.6.38",97
46.22.65.100,,"Linux 2.6.19 - 2.6.36",98
46.28.66.143,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",97
46.28.67.33,functionality-best-a.agreeablerobin.net,"Check Point GAiA (Linux 2.6.18)",97
46.29.90.64,,"Linux 2.6.9 - 2.6.33",96
46.29.91.2,,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",95
46.29.211.237,,"OpenWrt (Linux 2.4.32)",98
46.29.214.143,,"OpenWrt (Linux 2.4.32)",98
46.29.214.192,,"OpenWrt (Linux 2.4.32)",98
46.29.215.33,,"OpenWrt (Linux 2.4.32)",98
46.29.215.217,,"OpenWrt (Linux 2.4.32)",98
46.30.121.42,,"OpenBSD 5.2",97
46.31.44.102,,"Linux 2.6.32 - 2.6.35",95
46.33.66.165,,"Linux 2.6.32 - 3.2",94
46.33.68.186,,"Microsoft Windows Vista SP0 - SP2, Windows Server 2008, or Windows 7 Ultimate",93
46.33.69.128,,"Linux 2.6.32 - 3.2",94
46.33.69.211,,"Linux 2.6.32 - 3.2",95
46.33.70.205,,"Linux 2.6.32 - 3.2",98
46.33.72.9,,"Linux 2.6.32 - 3.2",98
46.33.74.133,,"Linux 2.6.32 - 3.2",98
46.34.89.35,host035.46-34-89.rev.eu.terremark.com,"Citrix NetScaler load balancer",83
46.34.91.183,,"Redback Networks SmartEdge 600 router (SmartEdge OS)",82
46.35.48.145,,"Linux 2.6.19 - 2.6.36",97
46.35.48.213,,"Linux 2.6.19 - 2.6.36",97
46.35.48.235,,"Linux 2.6.19 - 2.6.36",97
46.35.50.193,,"Juniper MX960 router (JUNOS 9.5R3.7)",97
46.35.51.105,,"Juniper MX960 router (JUNOS 9.5R3.7)",97
46.35.51.124,,"Linux 2.6.19 - 2.6.36",97
46.35.53.140,,"Linux 2.6.32 - 2.6.35",95
46.35.56.85,,"Linux 2.6.19 - 2.6.36",97
46.35.56.124,,"Linux 2.6.19 - 2.6.36",97
46.35.58.143,,"Linux 2.6.19 - 2.6.36",97
46.35.58.150,,"Linux 2.6.19 - 2.6.36",97
46.35.58.173,,"Linux 2.6.19 - 2.6.36",97
46.35.58.181,,"Linux 2.6.19 - 2.6.36",97
46.35.58.246,,"Linux 2.6.19 - 2.6.36",97
46.35.62.1,,"Juniper MX960 router (JUNOS 9.5R3.7)",97
46.35.62.32,,"Linux 2.6.19 - 2.6.36",97
46.35.62.33,,"Linux 2.6.19 - 2.6.36",97
46.35.62.38,,"Linux 2.6.19 - 2.6.36",97
46.35.62.64,,"Linux 2.6.19 - 2.6.36",97
46.35.62.100,,"Linux 2.6.32",97
46.35.62.115,,"Linux 2.6.32",94
46.35.62.126,,"Linux 2.6.19 - 2.6.36",97
46.35.240.148,148-240-35-46.host.sevstar.net,"Microsoft Windows Server 2003 R2 SP1",96
46.38.61.102,EKOPSY-KONSALTING.tel.ru,"Linux 2.6.24 - 2.6.36",95
46.40.73.29,,"FreeBSD 7.0-RELEASE-p1 - 10.0-CURRENT",96
46.40.73.109,,"FreeBSD 7.1-RELEASE",92
46.40.73.222,,"Linux 2.6.13 - 2.6.32",96
46.40.76.25,46-40-76-25.stz.ddns.bulsat.com,"Linux 2.6.9 - 2.6.19",96
46.40.77.82,46-40-77-82.stz.ddns.bulsat.com,"Linux 2.6.32 - 2.6.35",93
46.40.78.205,46-40-78-205.stz.ddns.bulsat.com,"Linux 2.6.32 - 2.6.35",95
46.40.79.239,jack.stz.ddns.bulsat.com,"Linux 2.6.9 - 2.6.19",96
46.40.79.59,46-40-79-59.stz.ddns.bulsat.com,"Linux 2.6.9 - 2.6.19",96
46.40.82.195,46-40-82-195.slvn.ddns.bulsat.com,"Microsoft Windows XP SP2 or SP3, or Windows Server 2003",96
46.40.98.216,46-40-98-216.slvn.ddns.bulsat.com,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",99
46.40.98.223,46-40-98-223.slvn.ddns.bulsat.com,"Microsoft Windows Server 2008 SP2",95
46.40.111.159,46-40-111-159.dbr.ddns.bulsat.com,"Linux 2.4.9 - 2.4.18 (likely embedded)",97
46.40.115.164,46-40-115-164.sf.ddns.bulsat.com,"Microsoft Windows 7 or Windows Server 2008 R2",95
46.40.116.109,46-40-116-109.dbr.ddns.bulsat.com,"BT Vision+ set-top box (Windows CE 5.0.1400)",89
46.43.218.14,46-43-218-14.achinsk.net,"Microsoft Windows 7 SP1 or Windows Server 2008 SP2",89
46.46.48.234,,"Microsoft Windows Vista SP1",99
46.46.56.165,,"Microsoft Windows Vista SP1",98
46.46.145.109,,"Juniper M7i router",97
46.46.145.129,,"Juniper M7i router",97
46.46.146.173,,"Juniper M7i router",97
46.47.80.21,mail.studio-cad.com,"FreeBSD 7.0-RELEASE-p1 - 10.0-CURRENT",96
46.47.80.99,,"Linux 2.6.9 - 2.6.33",96
46.47.80.103,,"Linux 2.6.24 - 2.6.36",96
46.47.81.81,,"Linux 2.6.19 - 2.6.36",96
46.47.82.219,,"Linux 2.6.18",95
46.47.83.164,,"Linux 2.6.32 - 2.6.35",95
46.47.84.88,46-47-84-88.haskovo.ddns.bulsat.com,"Linux 2.6.32 - 2.6.35",95
46.47.85.161,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
46.47.85.230,,"Aastra RFP L32 IP DECT WAP",96
46.47.91.194,46-47-91-194.pz.ddns.bulsat.com,"Linux 2.4.9 - 2.4.18 (likely embedded)",97
46.47.123.43,46-47-123-43.jmb.ddns.bulsat.com,"Netgear GS108T or GS748Tv3 switch (eCos)",96
46.47.164.237,,"Aerohive HiveAP 320 WAP (HiveOS 3.4)",95
46.47.175.133,,"Aerohive HiveAP 320 WAP (HiveOS 3.4)",94
46.47.194.137,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
46.47.201.17,,"Juniper M7i router",93
46.47.208.41,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
46.47.212.137,,"Juniper M7i router",95
46.47.218.158,,"HP ProCurve 2524 switch",96
46.47.219.33,,"Juniper JUNOS 10.4R6.5",93
46.47.221.1,,"Juniper JUNOS 10.4R6.5",94
46.47.227.109,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
46.47.230.1,,"Juniper JUNOS 10.4R6.5",93
46.47.232.225,,"Juniper M7i router",95
46.47.246.149,,"Juniper MX960 router (JUNOS 9.5R3.7)",96
46.47.246.233,,"Juniper M7i router",97
46.47.254.217,,"Juniper M7i router",95
46.47.255.49,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
46.47.255.84,,"Linux 2.6.36 - 2.6.37",93
46.48.51.184,46.48.51.184-FTTB.planeta.tc,"Microsoft Windows 7 SP0 - SP1, or Windows Server 2008",97
46.50.166.56,host-46-50-166-56.bbcustomer.zsttk.net,"Microsoft Windows XP SP2 or SP3",96
46.51.31.76,no-reverse.netserv.ro,"Linux 2.6.24 - 2.6.36",96
46.51.31.247,no-reverse.netserv.ro,"Linux 2.6.24 - 2.6.36",96
46.51.42.96,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.42.163,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.43.85,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.44.137,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.45.83,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.59.105,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.75.5,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.81.76,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.85.144,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.51.112.78,no-reverse.netserv.ro,"Linux 2.6.32 - 3.2",95
46.52.136.101,,"VBrick 4300 video encoder",92
46.52.174.230,,"Asus RX4031 or TRENDnet TW100-S4W1CA router",89
46.55.222.1,,"Linux 2.6.32 - 3.9",96
46.55.222.5,,"Linux 2.6.32 - 3.9",96
46.61.175.245,,"AMX AVB-RX-DXLINK-HDMI audio/video receiver",93
46.61.186.43,,"Linux 2.6.24 - 2.6.36",96
46.63.41.45,pool-46-63-41-45.x-city.ua,"Microsoft Windows XP SP3 or Windows Server 2003",92
46.63.66.50,pool-46-63-66-50.x-city.ua,"Netgear DG834G WAP or Western Digital WD TV media player",96
46.63.108.23,,"FreeBSD 8.0-RELEASE",99
46.71.94.148,,"Linksys WRV54G WAP",96
46.73.26.60,ip-46-73-26-60.bb.netbynet.ru,"Avocent DSR1021 KVM switch",96
46.73.57.181,ip-46-73-57-181.bb.netbynet.ru,"Microsoft Windows Vista SP2",98
46.73.134.197,ip-46-73-134-197.bb.netbynet.ru,"Sveasoft Talisman 2.0 (Linux 2.4.33.7)",97
46.73.179.248,ip-46-73-179-248.bb.netbynet.ru,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
46.73.206.89,ip-46-73-206-89.bb.netbynet.ru,"Microsoft Windows Server 2008 SP1",96
46.73.209.116,ip-46-73-209-116.bb.netbynet.ru,"Microsoft Windows 7 SP1 or Windows Server 2008 SP2",95
46.73.236.247,ip-46-73-236-247.bb.netbynet.ru,"Microsoft Windows Vista SP2",98
46.98.5.184,184.5.PPPoE.fregat.ua,"Comtrend CT536 wireless ADSL router",96
46.98.12.71,71.12.PPPoE.fregat.ua,"Microsoft Windows XP SP3",96
46.98.17.152,152.17.PPPoE.fregat.ua,"Microsoft Windows Vista SP2",99
46.98.22.6,6.22.PPPoE.fregat.ua,"Microsoft Windows XP SP2 or SP3, or Windows Embedded Standard 2009",96
46.98.32.248,248.32.PPPoE.fregat.ua,"Microsoft Windows Vista SP2",98
46.98.33.109,109.33.PPPoE.fregat.ua,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
46.98.68.189,189.68.PPPoE.fregat.ua,"Microsoft Windows XP SP2 or SP3",96
46.98.90.77,77.90.PPPoE.fregat.ua,"Microsoft Windows XP SP2 or SP3",96
46.98.130.209,,"Microsoft Windows XP SP2 or SP3",96
46.98.156.172,,"Microsoft Windows Vista SP2",97
46.98.195.91,,"Microsoft Windows Vista",96
46.101.130.82,,"Source Technologies ST-9650 printer",94
46.101.131.196,,"Comtrend CT536 wireless ADSL router",93
46.101.133.158,,"Comtrend CT536 wireless ADSL router",93
46.101.135.33,,"Source Technologies ST-9650 printer",94
46.101.137.144,,"Linux 2.6.18 - 2.6.32",95
46.101.140.163,,"Linux 2.6.18",95
46.101.143.24,,"Source Technologies ST-9650 printer",94
46.101.144.207,,"Linux 2.6.18 - 2.6.32",95
46.101.146.141,,"Linux 2.6.18",95
46.101.147.80,,"Linux 2.6.18",95
46.101.148.13,,"Source Technologies ST-9650 printer",94
46.101.149.42,,"Source Technologies ST-9650 printer",94
46.101.149.52,,"Source Technologies ST-9650 printer",94
46.101.149.134,,"Source Technologies ST-9650 printer",94
46.101.149.155,,"Linux 2.6.18",95
46.101.150.73,,"Source Technologies ST-9650 printer",94
46.101.150.78,,"Source Technologies ST-9650 printer",94
46.101.150.95,,"Source Technologies ST-9650 printer",94
46.101.150.100,,"Comtrend CT536 wireless ADSL router",93
46.101.150.114,,"Comtrend CT536 wireless ADSL router",93
46.101.150.118,,"Source Technologies ST-9650 printer",94
46.101.153.70,,"Linux 2.6.18 - 2.6.32",95
46.101.156.143,,"Linux 2.6.18",95
46.103.43.92,46-43-92.adsl.cyta.gr,"T-Home Speedport W 504V WAP",99
46.103.47.150,46-47-150.adsl.cyta.gr,"T-Home Speedport W 504V WAP",95
46.103.98.216,46-98-216.adsl.cyta.gr,"SMC SMC7908A-ISP router",97
46.103.99.225,46-99-225.adsl.cyta.gr,"T-Home Speedport W 504V WAP",99
46.103.150.159,46-150-159.adsl.cyta.gr,"T-Home Speedport W 504V WAP",99
46.103.151.229,46-151-229.adsl.cyta.gr,"T-Home Speedport W 504V WAP",99
46.103.154.220,46-154-220.adsl.cyta.gr,"T-Home Speedport W 504V WAP",99
46.103.160.238,46-160-238.adsl.cyta.gr,"T-Home Speedport W 504V WAP",99
46.105.1.161,vps10626.ovh.net,"Linux 2.6.38 - 3.0",95
46.105.9.35,vps13733.ovh.net,"Linux 2.6.38 - 3.0",95
46.105.20.244,vps16769.ovh.net,"Linux 2.6.32 - 3.2",99
46.107.153.129,2E6B9981.dsl.pool.telekom.hu,"Roku 2 XS media player (Linux 2.6.32)",99
46.108.5.2,aries-networks-e.ge.adnettelecom.ro,"Linux 2.6.5-7.283-smp (SuSE Enterprise Server 9, x86)",91
